C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_08_760.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_08_760.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_08_760.jpg, 0, 0, 0, 7.845408E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_08_864.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_08_864.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_08_864.jpg, 0, 0, 0, 7.835055E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_08_966.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_08_966.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_08_966.jpg, 0, 0, 0, 7.794057E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_09_070.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_09_070.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_09_070.jpg, 0, 0, 0, 7.806085E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_09_171.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_09_171.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_09_171.jpg, 0, 0, 0, 7.890798E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_09_276.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_09_276.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_09_276.jpg, 0, 0, 0, 7.964129E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_09_380.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_09_380.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_09_380.jpg, 0, 0, 0, 8.018355E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_09_482.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_09_482.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_09_482.jpg, 0, 0, 0, 7.772365E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_09_583.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_09_583.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_09_583.jpg, 0, 0, 0, 7.812929E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_09_685.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_09_685.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_09_685.jpg, 0, 0, 0, 7.802463E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_09_787.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_09_787.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_09_787.jpg, 0, 0, 0, 7.987103E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_09_888.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_09_888.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_09_888.jpg, 0, 0, 0, 7.845752E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_09_988.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_09_988.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_09_988.jpg, 0, 0, 0, 7.82405E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_10_090.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_10_090.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_10_090.jpg, 0, 0, 0, 7.928644E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_10_192.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_10_192.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_10_192.jpg, -0.0541986, 0, 0, 8.209814E-05
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_10_297.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_10_297.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_10_297.jpg, -0.4135593, 0.08822191, 0, 0.02960352
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_10_399.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_10_399.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_10_399.jpg, -0.7121171, 0.3867798, 0, 0.3186311
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_10_501.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_10_501.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_10_501.jpg, -1, 0.4209301, 0, 0.8710896
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_10_602.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_10_602.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_10_602.jpg, -1, 0.1254793, 0, 1.174541
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_10_704.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_10_704.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_10_704.jpg, -1, 0, 0, 1.161834
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_10_805.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_10_805.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_10_805.jpg, -1, 0.2939811, 0, 1.332691
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_10_909.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_10_909.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_10_909.jpg, -1, 0.2855928, 0, 1.759499
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_11_010.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_11_010.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_11_010.jpg, -1, 0, 0, 1.849928
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_11_115.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_11_115.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_11_115.jpg, -1, 0, 0, 1.811102
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_11_219.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_11_219.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_11_219.jpg, -1, 0, 0, 1.779218
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_11_323.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_11_323.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_11_323.jpg, -1, 0, 0, 1.747808
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_11_428.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_11_428.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_11_428.jpg, -1, 0, 0, 1.716871
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_11_529.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_11_529.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_11_529.jpg, -1, 0, 0, 1.686399
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_11_630.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_11_630.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_11_630.jpg, -1, 0, 0, 1.656387
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_11_730.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_11_730.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_11_730.jpg, -1, 0.0323847, 0, 1.601965
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_11_831.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_11_831.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_11_831.jpg, -0.7428247, 0.3331173, 0, 1.830932
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_11_933.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_11_933.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_11_933.jpg, -0.4456373, 0.6303047, 0, 2.5006
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_12_037.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_12_037.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_12_037.jpg, -0.08240539, 0.9935366, 0, 3.684426
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_12_140.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_12_140.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_12_140.jpg, 0, 1, 0, 4.850144
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_12_240.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_12_240.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_12_240.jpg, 0, 1, 0, 6.007617
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_12_342.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_12_342.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_12_342.jpg, 0, 1, 0, 7.153922
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_12_447.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_12_447.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_12_447.jpg, 0, 1, 0, 8.289105
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_12_547.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_12_547.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_12_547.jpg, 0, 1, 0, 9.413228
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_12_647.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_12_647.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_12_647.jpg, 0, 1, 0, 10.52634
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_12_748.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_12_748.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_12_748.jpg, 0, 1, 0, 11.72673
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_12_851.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_12_851.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_12_851.jpg, -0.1986699, 1, 0, 12.6749
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_12_953.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_12_953.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_12_953.jpg, 0, 1, 0, 13.85303
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_13_053.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_13_053.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_13_053.jpg, 0, 1, 0, 14.83335
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_13_155.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_13_155.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_13_155.jpg, 0, 1, 0, 16.07949
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_13_259.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_13_259.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_13_259.jpg, 0, 1, 0, 17.17867
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_13_362.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_13_362.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_13_362.jpg, -0.1948467, 1, 0, 18.18739
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_13_464.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_13_464.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_13_464.jpg, 0, 1, 0, 19.21519
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_13_567.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_13_567.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_13_567.jpg, 0, 1, 0, 20.22625
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_13_669.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_13_669.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_13_669.jpg, 0, 1, 0, 21.23832
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_13_771.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_13_771.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_13_771.jpg, 0, 1, 0, 22.23153
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_13_874.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_13_874.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_13_874.jpg, -0.2930757, 1, 0, 23.17448
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_13_976.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_13_976.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_13_976.jpg, -0.01245866, 1, 0, 24.32242
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_14_080.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_14_080.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_14_080.jpg, 0, 1, 0, 25.28028
C:\Users\Patri\Downloads\simulator-windows-64\IMG\center_2020_07_09_20_16_14_181.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\left_2020_07_09_20_16_14_181.jpg, C:\Users\Patri\Downloads\simulator-windows-64\IMG\right_2020_07_09_20_16_14_181.jpg, -0.2836596, 1, 0, 26.20352
